# Menlo Systems GmbH ScanControl
# Program Version 1.8.1
# Start: -385.00000000 ps, Average over 1 waveforms. Timestamp: 2024-02-06T16:01:21
# Window type: Tukey, parameters: alpha = 0.1
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Time [ps]	THz Signal [a.u.]
-315.08550104	-0.08319051
-315.05216770	-0.10206219
-315.01883437	-0.11534112
-314.98550104	-0.12269115
-314.95216770	-0.12606718
-314.91883437	-0.12209018
-314.88550104	-0.11611831
-314.85216770	-0.10638996
-314.81883437	-0.09417044
-314.78550104	-0.08074650
-314.75216770	-0.06481932
-314.71883437	-0.04739915
-314.68550104	-0.02935036
-314.65216770	-0.01088551
-314.61883437	0.00895136
-314.58550104	0.03176514
-314.55216770	0.05445187
-314.51883437	0.07728998
-314.48550104	0.09981091
-314.45216770	0.12052701
-314.41883437	0.13629300
-314.38550104	0.14675585
-314.35216770	0.14844162
-314.31883437	0.14329022
-314.28550104	0.13107000
-314.25216770	0.11547472
-314.21883437	0.09308918
-314.18550104	0.07151121
-314.15216770	0.04740266
-314.11883437	0.02436147
-314.08550104	0.00081506
-314.05216770	-0.02062055
-314.01883437	-0.04109900
-313.98550104	-0.05708540
-313.95216770	-0.07294716
-313.91883437	-0.08146892
-313.88550104	-0.08711869
-313.85216770	-0.08811860
-313.81883437	-0.08485646
-313.78550104	-0.07562287
-313.75216771	-0.06490977
-313.71883437	-0.05313933
-313.68550104	-0.03823656
-313.65216771	-0.02560326
-313.61883437	-0.01149285
-313.58550104	0.00188401
-313.55216771	0.01423667
-313.51883437	0.02521769
-313.48550104	0.03127657
-313.45216771	0.03243464
-313.41883437	0.03071855
-313.38550104	0.02595526
-313.35216771	0.02026794
-313.31883437	0.01570715
-313.28550104	0.01109977
-313.25216771	0.00893153
-313.21883437	0.00935686
-313.18550104	0.00660753
-313.15216771	0.00146988
-313.11883437	-0.00343584
-313.08550104	-0.01235163
-313.05216771	-0.02041384
-313.01883437	-0.02630727
-312.98550104	-0.03233158
-312.95216771	-0.03156833
-312.91883437	-0.02646615
-312.88550104	-0.01821197
-312.85216771	-0.00398152
-312.81883437	0.01176053
-312.78550104	0.02940689
-312.75216771	0.04575478
-312.71883437	0.06046404
-312.68550104	0.07283518
-312.65216771	0.08272471
-312.61883437	0.08369750
-312.58550104	0.07993233
-312.55216771	0.07228601
-312.51883437	0.05823926
-312.48550104	0.04072339
-312.45216771	0.02327935
-312.41883437	0.00364385
-312.38550104	-0.01211341
-312.35216771	-0.02324865
-312.31883437	-0.03074978
-312.28550104	-0.03363339
-312.25216771	-0.03469948
-312.21883437	-0.03133460
-312.18550104	-0.02880766
-312.15216771	-0.02643563
-312.11883437	-0.02472441
-312.08550104	-0.02254259
-312.05216771	-0.02197569
-312.01883437	-0.02147143
-311.98550104	-0.01989423
-311.95216771	-0.01983343
-311.91883437	-0.01904516
-311.88550104	-0.01973332
-311.85216771	-0.02304959
-311.81883437	-0.02733262
-311.78550104	-0.03452574
-311.75216771	-0.04540239
-311.71883437	-0.05520337
-311.68550104	-0.06639969
-311.65216771	-0.07482008
-311.61883437	-0.07801877
-311.58550104	-0.07392972
-311.55216771	-0.06175623
-311.51883437	-0.04352072
-311.48550104	-0.02301527
-311.45216771	0.00046339
-311.41883437	0.02441800
-311.38550104	0.04263164
-311.35216771	0.05789910
-311.31883437	0.06535658
-311.28550104	0.06510173
-311.25216771	0.05456077
-311.21883437	0.03808586
-311.18550104	0.01770420
-311.15216771	-0.00407761
-311.11883437	-0.02481089
-311.08550104	-0.03828524
-311.05216771	-0.04653741
-311.01883437	-0.04809418
-310.98550104	-0.04466324
-310.95216771	-0.03913611
-310.91883437	-0.02921926
-310.88550104	-0.01934172
-310.85216771	-0.01096174
-310.81883437	-0.00287818
-310.78550104	0.00665609
-310.75216771	0.01594710
-310.71883437	0.02335190
-310.68550104	0.03105778
-310.65216771	0.04120499
-310.61883437	0.04491368
-310.58550104	0.04600954
-310.55216771	0.04650793
-310.51883438	0.04500463
-310.48550104	0.04037425
-310.45216771	0.03417892
-310.41883438	0.02454917
-310.38550104	0.01382761
-310.35216771	0.00024055
-310.31883438	-0.01578188
-310.28550104	-0.03375135
-310.25216771	-0.04921992
-310.21883438	-0.06545969
-310.18550104	-0.07864847
-310.15216771	-0.08925715
-310.11883438	-0.09788569
-310.08550104	-0.10213364
-310.05216771	-0.10201382
-310.01883438	-0.09720711
-309.98550104	-0.08881474
-309.95216771	-0.07865895
-309.91883438	-0.06205948
-309.88550104	-0.04701014
-309.85216771	-0.02648889
-309.81883438	-0.00770011
-309.78550104	0.01141374
-309.75216771	0.02654202
-309.71883438	0.03960665
-309.68550104	0.04695600
-309.65216771	0.04926393
-309.61883438	0.04966302
-309.58550104	0.04584262
-309.55216771	0.03806342
-309.51883438	0.02746360
-309.48550104	0.01453595
-309.45216771	-0.00020895
-309.41883438	-0.01562817
-309.38550104	-0.03023783
-309.35216771	-0.04272283
-309.31883438	-0.05176688
-309.28550104	-0.05899323
-309.25216771	-0.05858978
-309.21883438	-0.05531721
-309.18550104	-0.04577098
-309.15216771	-0.03222933
-309.11883438	-0.01587423
-309.08550104	0.00666134
-309.05216771	0.02607106
-309.01883438	0.04842672
-308.98550104	0.06663793
-308.95216771	0.08036868
-308.91883438	0.09028155
-308.88550104	0.09351603
-308.85216771	0.09304887
-308.81883438	0.08725566
-308.78550104	0.07612739
-308.75216771	0.06177105
-308.71883438	0.04339712
-308.68550104	0.02249219
-308.65216771	0.00222027
-308.61883438	-0.01702504
-308.58550104	-0.03261720
-308.55216771	-0.04306536
-308.51883438	-0.04874511
-308.48550104	-0.04999225
-308.45216771	-0.04979944
-308.41883438	-0.04897919
-308.38550104	-0.04811712
-308.35216771	-0.05017935
-308.31883438	-0.05473117
-308.28550104	-0.06033094
-308.25216771	-0.06385465
-308.21883438	-0.06548483
-308.18550104	-0.06123383
-308.15216771	-0.05669777
-308.11883438	-0.04692712
-308.08550104	-0.03405302
-308.05216771	-0.01859036
-308.01883438	-0.00410676
-307.98550104	0.01114613
-307.95216771	0.02631724
-307.91883438	0.04042802
-307.88550104	0.05061418
-307.85216771	0.05732909
-307.81883438	0.06339370
-307.78550104	0.06385523
-307.75216771	0.05991495
-307.71883438	0.05107766
-307.68550104	0.03924489
-307.65216771	0.02312013
-307.61883438	0.00602398
-307.58550104	-0.01153560
-307.55216771	-0.02716970
-307.51883438	-0.03904418
-307.48550104	-0.04223877
-307.45216771	-0.04062388
-307.41883438	-0.03310249
-307.38550104	-0.02018534
-307.35216771	-0.00189330
-307.31883438	0.01577638
-307.28550105	0.03368954
-307.25216771	0.05239670
-307.21883438	0.06354226
-307.18550105	0.07469627
-307.15216771	0.08050102
-307.11883438	0.08129855
-307.08550105	0.07844357
-307.05216771	0.07338278
-307.01883438	0.06033884
-306.98550105	0.04328078
-306.95216771	0.02350799
-306.91883438	-0.00109066
-306.88550105	-0.02442754
-306.85216771	-0.04510698
-306.81883438	-0.06385425
-306.78550105	-0.07716571
-306.75216771	-0.08495829
-306.71883438	-0.08654996
-306.68550105	-0.08428115
-306.65216771	-0.07833682
-306.61883438	-0.06949945
-306.58550105	-0.05490418
-306.55216771	-0.03910437
-306.51883438	-0.01996538
-306.48550105	0.00194155
-306.45216771	0.02173359
-306.41883438	0.04020862
-306.38550105	0.05669503
-306.35216771	0.06550237
-306.31883438	0.06960290
-306.28550105	0.06717902
-306.25216771	0.06119052
-306.21883438	0.05090179
-306.18550105	0.04110913
-306.15216771	0.02795792
-306.11883438	0.01632868
-306.08550105	0.00543164
-306.05216771	-0.00466627
-306.01883438	-0.01542072
-305.98550105	-0.02184259
-305.95216771	-0.02889926
-305.91883438	-0.03373794
-305.88550105	-0.03808273
-305.85216771	-0.04305057
-305.81883438	-0.04715103
-305.78550105	-0.04997060
-305.75216771	-0.05394086
-305.71883438	-0.05695352
-305.68550105	-0.06240917
-305.65216771	-0.06263831
-305.61883438	-0.05854491
-305.58550105	-0.04970968
-305.55216771	-0.03257607
-305.51883438	-0.01107137
-305.48550105	0.01411540
-305.45216771	0.03992097
-305.41883438	0.06672774
-305.38550105	0.08562595
-305.35216771	0.09993261
-305.31883438	0.10793346
-305.28550105	0.11229403
-305.25216771	0.11010581
-305.21883438	0.10448163
-305.18550105	0.09373219
-305.15216771	0.08153073
-305.11883438	0.06666794
-305.08550105	0.04878039
-305.05216771	0.02967917
-305.01883438	0.00961256
-304.98550105	-0.01164796
-304.95216771	-0.02673262
-304.91883438	-0.04082057
-304.88550105	-0.04865332
-304.85216771	-0.04949159
-304.81883438	-0.04783310
-304.78550105	-0.04109807
-304.75216771	-0.03315815
-304.71883438	-0.02776917
-304.68550105	-0.02097641
-304.65216771	-0.01740205
-304.61883438	-0.01860413
-304.58550105	-0.02149548
-304.55216771	-0.02522718
-304.51883438	-0.02877172
-304.48550105	-0.03191702
-304.45216771	-0.03551743
-304.41883438	-0.03643018
-304.38550105	-0.03495283
-304.35216771	-0.03159506
-304.31883438	-0.02371726
-304.28550105	-0.01303522
-304.25216771	0.00158331
-304.21883438	0.01745400
-304.18550105	0.03249100
-304.15216771	0.04485335
-304.11883438	0.05220828
-304.08550105	0.05183476
-304.05216772	0.04435483
-304.01883438	0.03160720
-303.98550105	0.01078251
-303.95216772	-0.01115881
-303.91883438	-0.03538812
-303.88550105	-0.05624973
-303.85216772	-0.07215804
-303.81883438	-0.07957274
-303.78550105	-0.07744447
-303.75216772	-0.06648367
-303.71883438	-0.04784384
-303.68550105	-0.02104592
-303.65216772	0.00948607
-303.61883438	0.03916192
-303.58550105	0.06776706
-303.55216772	0.09115654
-303.51883438	0.10773740
-303.48550105	0.11558990
-303.45216772	0.11547626
-303.41883438	0.10726329
-303.38550105	0.09397543
-303.35216772	0.07528586
-303.31883438	0.05397085
-303.28550105	0.03286840
-303.25216772	0.01243335
-303.21883438	-0.00670082
-303.18550105	-0.02034166
-303.15216772	-0.03122453
-303.11883438	-0.03793656
-303.08550105	-0.04368716
-303.05216772	-0.04587462
-303.01883438	-0.04655261
-302.98550105	-0.04736176
-302.95216772	-0.04628762
-302.91883438	-0.04655491
-302.88550105	-0.04722010
-302.85216772	-0.04740281
-302.81883438	-0.04626154
-302.78550105	-0.04321467
-302.75216772	-0.04003470
-302.71883438	-0.03666485
-302.68550105	-0.02796101
-302.65216772	-0.01871227
-302.61883438	-0.00838532
-302.58550105	0.00256888
-302.55216772	0.01527818
-302.51883438	0.02533570
-302.48550105	0.03483544
-302.45216772	0.04169212
-302.41883438	0.04150607
-302.38550105	0.03856429
-302.35216772	0.02975697
-302.31883438	0.01949543
-302.28550105	0.00949751
-302.25216772	0.00209080
-302.21883438	-0.00245810
-302.18550105	-0.00426333
-302.15216772	-0.00115310
-302.11883438	0.00081593
-302.08550105	0.00434265
-302.05216772	0.00516063
-302.01883438	0.00373086
-301.98550105	-0.00069700
-301.95216772	-0.00719871
-301.91883438	-0.01226619
-301.88550105	-0.01966857
-301.85216772	-0.02141861
-301.81883438	-0.02182232
-301.78550105	-0.01880051
-301.75216772	-0.01161307
-301.71883438	-0.00020302
-301.68550105	0.01131996
-301.65216772	0.02179748
-301.61883438	0.03134005
-301.58550105	0.03901519
-301.55216772	0.04637206
-301.51883438	0.05004980
-301.48550105	0.05240343
-301.45216772	0.05170327
-301.41883438	0.04938791
-301.38550105	0.04389540
-301.35216772	0.03583497
-301.31883438	0.02222167
-301.28550105	0.00940255
-301.25216772	-0.00526391
-301.21883438	-0.01815050
-301.18550105	-0.02889442
-301.15216772	-0.03802796
-301.11883438	-0.04243302
-301.08550105	-0.04600121
-301.05216772	-0.04498837
-301.01883438	-0.04001032
-300.98550105	-0.03537833
-300.95216772	-0.03024449
-300.91883439	-0.02138486
-300.88550105	-0.00982942
-300.85216772	0.00151516
-300.81883439	0.01371860
-300.78550105	0.02704220
-300.75216772	0.03637849
-300.71883439	0.04433727
-300.68550105	0.04639843
-300.65216772	0.04524369
-300.61883439	0.04193189
-300.58550105	0.03338662
-300.55216772	0.02127188
-300.51883439	0.00742042
-300.48550105	-0.00963867
-300.45216772	-0.02650357
-300.41883439	-0.04409236
-300.38550105	-0.05932293
-300.35216772	-0.07215112
-300.31883439	-0.07779884
-300.28550105	-0.08135143
-300.25216772	-0.07792973
-300.21883439	-0.06933148
-300.18550105	-0.05752733
-300.15216772	-0.04007301
-300.11883439	-0.02025862
-300.08550105	0.00249603
-300.05216772	0.02487571
-300.01883439	0.04905914
-299.98550105	0.07204108
-299.95216772	0.09088412
-299.91883439	0.10588110
-299.88550105	0.11991080
-299.85216772	0.12816378
-299.81883439	0.13054783
-299.78550105	0.12937875
-299.75216772	0.12205666
-299.71883439	0.10848938
-299.68550105	0.09167818
-299.65216772	0.07345649
-299.61883439	0.05282923
-299.58550105	0.03510686
-299.55216772	0.01890254
-299.51883439	0.00558592
-299.48550105	-0.00633209
-299.45216772	-0.01494907
-299.41883439	-0.02205337
-299.38550105	-0.02872174
-299.35216772	-0.03084362
-299.31883439	-0.03028531
-299.28550105	-0.02691068
-299.25216772	-0.02294763
-299.21883439	-0.01855489
-299.18550105	-0.01214334
-299.15216772	-0.00965643
-299.11883439	-0.01001431
-299.08550105	-0.01607284
-299.05216772	-0.02709593
-299.01883439	-0.04290058
-298.98550105	-0.06279279
-298.95216772	-0.08382379
-298.91883439	-0.10436656
-298.88550105	-0.12475053
-298.85216772	-0.14368172
-298.81883439	-0.15692204
-298.78550105	-0.16439266
-298.75216772	-0.16787563
-298.71883439	-0.16438651
-298.68550105	-0.15553473
-298.65216772	-0.14178067
-298.61883439	-0.12258544
-298.58550105	-0.09983366
-298.55216772	-0.07110144
-298.51883439	-0.04123432
-298.48550105	-0.00971506
-298.45216772	0.02335461
-298.41883439	0.05243622
-298.38550105	0.08264842
-298.35216772	0.10584451
-298.31883439	0.12453959
-298.28550105	0.13768621
-298.25216772	0.14646850
-298.21883439	0.15049658
-298.18550105	0.14911199
-298.15216772	0.14529722
-298.11883439	0.14023265
-298.08550105	0.13091822
-298.05216772	0.12192326
-298.01883439	0.11301124
-297.98550105	0.10302926
-297.95216772	0.09175071
-297.91883439	0.07894621
-297.88550105	0.06414777
-297.85216772	0.04828600
-297.81883439	0.02976819
-297.78550105	0.01036342
-297.75216772	-0.00965938
-297.71883439	-0.02917583
-297.68550106	-0.04964683
-297.65216772	-0.06621604
-297.61883439	-0.08186174
-297.58550106	-0.09474425
-297.55216772	-0.10245734
-297.51883439	-0.10557020
-297.48550106	-0.10244015
-297.45216772	-0.09881844
-297.41883439	-0.08850825
-297.38550106	-0.07347428
-297.35216772	-0.05497058
-297.31883439	-0.03614252
-297.28550106	-0.01278948
-297.25216772	0.00794612
-297.21883439	0.02672939
-297.18550106	0.03960468
-297.15216772	0.05019419
-297.11883439	0.05211740
-297.08550106	0.04839707
-297.05216772	0.04051810
-297.01883439	0.02801883
-296.98550106	0.01652406
-296.95216772	0.00249967
-296.91883439	-0.00975255
-296.88550106	-0.02020027
-296.85216772	-0.02770211
-296.81883439	-0.03546924
-296.78550106	-0.03728657
-296.75216772	-0.03667781
-296.71883439	-0.03415291
-296.68550106	-0.02883384
-296.65216772	-0.02286322
-296.61883439	-0.01123251
-296.58550106	0.00235045
-296.55216772	0.01700835
-296.51883439	0.03275038
-296.48550106	0.04579190
-296.45216772	0.05752745
-296.41883439	0.06642256
-296.38550106	0.07055766
-296.35216772	0.07459782
-296.31883439	0.07457046
-296.28550106	0.07133682
-296.25216772	0.06743702
-296.21883439	0.05887556
-296.18550106	0.04996806
-296.15216772	0.03809945
-296.11883439	0.02591443
-296.08550106	0.01048438
-296.05216772	-0.00419026
-296.01883439	-0.01636599
-295.98550106	-0.02668746
-295.95216772	-0.03429341
-295.91883439	-0.03613355
-295.88550106	-0.03310582
-295.85216772	-0.02875677
-295.81883439	-0.02221120
-295.78550106	-0.01646096
-295.75216772	-0.01033009
-295.71883439	-0.00560029
-295.68550106	-0.00447730
-295.65216772	-0.00470615
-295.61883439	-0.00840345
-295.58550106	-0.01103461
-295.55216772	-0.01500855
-295.51883439	-0.01841599
-295.48550106	-0.02190266
-295.45216772	-0.02363982
-295.41883439	-0.02314227
-295.38550106	-0.02111311
-295.35216772	-0.01686155
-295.31883439	-0.01260774
-295.28550106	-0.00813119
-295.25216772	-0.00629286
-295.21883439	-0.00811627
-295.18550106	-0.01001387
-295.15216772	-0.01516179
-295.11883439	-0.01965457
-295.08550106	-0.02372420
-295.05216772	-0.02765494
-295.01883439	-0.02630382
-294.98550106	-0.02192592
-294.95216772	-0.01717641
-294.91883439	-0.01080308
-294.88550106	-0.00353754
-294.85216772	0.00495521
-294.81883439	0.00989774
-294.78550106	0.01496415
-294.75216772	0.02144764
-294.71883439	0.02538600
-294.68550106	0.03048646
-294.65216772	0.03293381
-294.61883439	0.03574963
-294.58550106	0.03556634
-294.55216772	0.03462954
-294.51883439	0.03146871
-294.48550106	0.02643751
-294.45216773	0.02393559
-294.41883439	0.02072869
-294.38550106	0.02128120
-294.35216773	0.02199769
-294.31883439	0.02587069
-294.28550106	0.02897271
-294.25216773	0.03042103
-294.21883439	0.03195052
-294.18550106	0.03034324
-294.15216773	0.02614138
-294.11883439	0.01839583
-294.08550106	0.00819944
-294.05216773	-0.00131646
-294.01883439	-0.01254377
-293.98550106	-0.02307446
-293.95216773	-0.03164353
-293.91883439	-0.03939976
-293.88550106	-0.04690365
-293.85216773	-0.05076427
-293.81883439	-0.05416536
-293.78550106	-0.05555401
-293.75216773	-0.05381188
-293.71883439	-0.05087304
-293.68550106	-0.04634449
-293.65216773	-0.03953292
-293.61883439	-0.03385673
-293.58550106	-0.02590954
-293.55216773	-0.01685848
-293.51883439	-0.00652321
-293.48550106	0.00136261
-293.45216773	0.01018305
-293.41883439	0.01467238
-293.38550106	0.01697382
-293.35216773	0.01592337
-293.31883439	0.01454584
-293.28550106	0.01288770
-293.25216773	0.01010927
-293.21883439	0.01032674
-293.18550106	0.01268004
-293.15216773	0.01384522
-293.11883439	0.02053627
-293.08550106	0.02650695
-293.05216773	0.03113455
-293.01883439	0.03459987
-292.98550106	0.03922757
-292.95216773	0.04388725
-292.91883439	0.04215327
-292.88550106	0.03786742
-292.85216773	0.03387052
-292.81883439	0.02931199
-292.78550106	0.02239050
-292.75216773	0.01336033
-292.71883439	0.00727340
-292.68550106	-0.00139305
-292.65216773	-0.00871396
-292.61883439	-0.01312856
-292.58550106	-0.01829290
-292.55216773	-0.01808673
-292.51883439	-0.02097129
-292.48550106	-0.01808115
-292.45216773	-0.01545918
-292.41883439	-0.01089171
-292.38550106	-0.00532404
-292.35216773	0.00028246
-292.31883439	0.00492109
-292.28550106	0.00637075
-292.25216773	0.00764781
-292.21883439	0.00682450
-292.18550106	0.00536918
-292.15216773	0.00284452
-292.11883439	-0.00021018
-292.08550106	-0.00096573
-292.05216773	-0.00398146
-292.01883439	-0.00404583
-291.98550106	-0.00532585
-291.95216773	-0.00629450
-291.91883439	-0.00690135
-291.88550106	-0.00693262
-291.85216773	-0.00841538
-291.81883439	-0.00792967
-291.78550106	-0.00847764
-291.75216773	-0.00962138
-291.71883439	-0.00948591
-291.68550106	-0.00926787
-291.65216773	-0.00841556
-291.61883439	-0.00573196
-291.58550106	-0.00118959
-291.55216773	0.00314424
-291.51883439	0.00545579
-291.48550106	0.00930760
-291.45216773	0.01054185
-291.41883439	0.01183858
-291.38550106	0.01192847
-291.35216773	0.01113013
-291.31883440	0.00953297
-291.28550106	0.00652150
-291.25216773	0.00297108
-291.21883440	-0.00417057
-291.18550106	-0.01084493
-291.15216773	-0.01875137
-291.11883440	-0.02614536
-291.08550106	-0.02980988
-291.05216773	-0.03159365
-291.01883440	-0.02941960
-290.98550106	-0.02352876
-290.95216773	-0.01417871
-290.91883440	-0.00120032
-290.88550106	0.01058063
-290.85216773	0.02199020
-290.81883440	0.03188635
-290.78550106	0.03752598
-290.75216773	0.04150634
-290.71883440	0.04325357
-290.68550106	0.04084831
-290.65216773	0.03762188
-290.61883440	0.03142496
-290.58550106	0.02591116
-290.55216773	0.01697602
-290.51883440	0.00953801
-290.48550106	0.00093827
-290.45216773	-0.00768563
-290.41883440	-0.01383305
-290.38550106	-0.02017677
-290.35216773	-0.02402617
-290.31883440	-0.02478819
-290.28550106	-0.02636485
-290.25216773	-0.02259704
-290.21883440	-0.01834231
-290.18550106	-0.01565288
-290.15216773	-0.01100523
-290.11883440	-0.00773571
-290.08550106	-0.00228290
-290.05216773	0.00141493
-290.01883440	0.00431694
-289.98550106	0.00704699
-289.95216773	0.00800867
-289.91883440	0.00973648
-289.88550106	0.00909707
-289.85216773	0.00749342
-289.81883440	0.00714904
-289.78550106	0.00468029
-289.75216773	0.00562645
-289.71883440	0.00537435
-289.68550106	0.00781322
-289.65216773	0.01059513
-289.61883440	0.01441506
-289.58550106	0.01510847
-289.55216773	0.01377746
-289.51883440	0.01345299
-289.48550106	0.00909425
-289.45216773	0.00472554
-289.41883440	0.00102027
-289.38550106	-0.00213604
-289.35216773	-0.00093027
-289.31883440	0.00246932
-289.28550106	0.00860905
-289.25216773	0.01714146
-289.21883440	0.02560115
-289.18550106	0.03563890
-289.15216773	0.04450149
-289.11883440	0.05092240
-289.08550106	0.05748772
-289.05216773	0.06277013
-289.01883440	0.06858128
-288.98550106	0.06991101
-288.95216773	0.06890111
-288.91883440	0.06455041
-288.88550106	0.05644893
-288.85216773	0.04606992
-288.81883440	0.03266145
-288.78550106	0.02187037
-288.75216773	0.00760933
-288.71883440	-0.00486120
-288.68550106	-0.01643290
-288.65216773	-0.02405994
-288.61883440	-0.02801797
-288.58550106	-0.03053320
-288.55216773	-0.03344193
-288.51883440	-0.03430413
-288.48550106	-0.03411408
-288.45216773	-0.03373698
-288.41883440	-0.03424290
-288.38550106	-0.03307756
-288.35216773	-0.03160179
-288.31883440	-0.02959164
-288.28550106	-0.02779683
-288.25216773	-0.02380628
-288.21883440	-0.01936473
-288.18550106	-0.01272706
-288.15216773	-0.00488429
-288.11883440	0.00495851
-288.08550107	0.01643566
-288.05216773	0.02807102
-288.01883440	0.03908839
-287.98550107	0.04912562
-287.95216773	0.05534482
-287.91883440	0.06054094
-287.88550107	0.06112674
-287.85216773	0.05955293
-287.81883440	0.05478742
-287.78550107	0.04904874
-287.75216773	0.04048195
-287.71883440	0.02754687
-287.68550107	0.01498147
-287.65216773	0.00152816
-287.61883440	-0.01089772
-287.58550107	-0.01986991
-287.55216773	-0.02625331
-287.51883440	-0.02998941
-287.48550107	-0.03086554
-287.45216773	-0.02994880
-287.41883440	-0.02626588
-287.38550107	-0.02120723
-287.35216773	-0.01439711
-287.31883440	-0.00881395
-287.28550107	-0.00016581
-287.25216773	0.00853350
-287.21883440	0.01552239
-287.18550107	0.02173052
-287.15216773	0.02635836
-287.11883440	0.02801483
-287.08550107	0.02659690
-287.05216773	0.02344597
-287.01883440	0.01766593
-286.98550107	0.00874047
-286.95216773	0.00043733
-286.91883440	-0.00924628
-286.88550107	-0.01914839
-286.85216773	-0.02798884
-286.81883440	-0.03430154
-286.78550107	-0.03863083
-286.75216773	-0.03968066
-286.71883440	-0.03926044
-286.68550107	-0.03633527
-286.65216773	-0.02999368
-286.61883440	-0.02151960
-286.58550107	-0.01485814
-286.55216773	-0.00966678
-286.51883440	-0.00446541
-286.48550107	-0.00187670
-286.45216773	-0.00112651
-286.41883440	-0.00035357
-286.38550107	-0.00161825
-286.35216773	-0.00362593
-286.31883440	-0.00670931
-286.28550107	-0.00780006
-286.25216773	-0.00905986
-286.21883440	-0.00884952
-286.18550107	-0.00968919
-286.15216773	-0.00943036
-286.11883440	-0.00858352
-286.08550107	-0.01193470
-286.05216773	-0.01120774
-286.01883440	-0.01137253
-285.98550107	-0.01273516
-285.95216773	-0.01509619
-285.91883440	-0.01640439
-285.88550107	-0.02065783
-285.85216773	-0.02517977
-285.81883440	-0.02910701
-285.78550107	-0.03368816
-285.75216773	-0.03893418
-285.71883440	-0.04160808
-285.68550107	-0.04292228
-285.65216773	-0.04128152
-285.61883440	-0.03490508
-285.58550107	-0.02666949
-285.55216773	-0.01717659
-285.51883440	-0.00555984
-285.48550107	0.00484118
-285.45216773	0.01403921
-285.41883440	0.02387009
-285.38550107	0.02941673
-285.35216773	0.03066851
-285.31883440	0.03244777
-285.28550107	0.03096069
-285.25216773	0.02746910
-285.21883440	0.02025460
-285.18550107	0.01188981
-285.15216773	0.00128133
-285.11883440	-0.00845168
-285.08550107	-0.01884742
-285.05216773	-0.02574428
-285.01883440	-0.02980200
-284.98550107	-0.03259741
-284.95216773	-0.03299693
-284.91883440	-0.03394251
-284.88550107	-0.03390517
-284.85216774	-0.03305908
-284.81883440	-0.03355970
-284.78550107	-0.03433160
-284.75216774	-0.03572317
-284.71883440	-0.03768400
-284.68550107	-0.03954591
-284.65216774	-0.04258453
-284.61883440	-0.04289370
-284.58550107	-0.04266402
-284.55216774	-0.04133314
-284.51883440	-0.03649685
-284.48550107	-0.03085755
-284.45216774	-0.02150492
-284.41883440	-0.01382895
-284.38550107	-0.00801313
-284.35216774	-0.00231446
-284.31883440	-0.00030559
-284.28550107	0.00097633
-284.25216774	0.00031672
-284.21883440	-0.00152025
-284.18550107	-0.00337012
-284.15216774	-0.00526684
-284.11883440	-0.00765368
-284.08550107	-0.00849281
-284.05216774	-0.00858455
-284.01883440	-0.00621682
-283.98550107	-0.00063189
-283.95216774	0.00509578
-283.91883440	0.01343387
-283.88550107	0.01949802
-283.85216774	0.02574205
-283.81883440	0.03354094
-283.78550107	0.03957671
-283.75216774	0.04152423
-283.71883440	0.04367313
-283.68550107	0.04263471
-283.65216774	0.04033122
-283.61883440	0.03771507
-283.58550107	0.03041537
-283.55216774	0.02290349
-283.51883440	0.01410931
-283.48550107	0.00432822
-283.45216774	-0.00836195
-283.41883440	-0.01710199
-283.38550107	-0.02480633
-283.35216774	-0.03125410
-283.31883440	-0.03475453
-283.28550107	-0.03948157
-283.25216774	-0.04018873
-283.21883440	-0.04184162
-283.18550107	-0.04151888
-283.15216774	-0.03781977
-283.11883440	-0.03248792
-283.08550107	-0.02503212
-283.05216774	-0.01633276
-283.01883440	-0.00715971
-282.98550107	0.00120154
-282.95216774	0.00984238
-282.91883440	0.01716410
-282.88550107	0.02103613
-282.85216774	0.02283142
-282.81883440	0.02505760
-282.78550107	0.02246142
-282.75216774	0.02101571
-282.71883440	0.01888300
-282.68550107	0.01670302
-282.65216774	0.01239334
-282.61883440	0.00622961
-282.58550107	0.00143825
-282.55216774	-0.00085203
-282.51883440	-0.00600341
-282.48550107	-0.00619903
-282.45216774	-0.00603962
-282.41883440	-0.00515799
-282.38550107	-0.00322767
-282.35216774	-0.00115405
-282.31883440	0.00193351
-282.28550107	0.00611596
-282.25216774	0.00962354
-282.21883440	0.01294101
-282.18550107	0.01656196
-282.15216774	0.02006676
-282.11883440	0.02316096
-282.08550107	0.02518829
-282.05216774	0.02651393
-282.01883440	0.02579518
-281.98550107	0.02527679
-281.95216774	0.02316133
-281.91883440	0.01850179
-281.88550107	0.01262709
-281.85216774	0.00903930
-281.81883440	0.00452068
-281.78550107	0.00066433
-281.75216774	-0.00169179
-281.71883440	-0.00100087
-281.68550107	0.00073345
-281.65216774	0.00197878
-281.61883441	0.00359031
-281.58550107	0.00605276
-281.55216774	0.00706089
-281.51883441	0.00657205
-281.48550107	0.00456410
-281.45216774	0.00499201
-281.41883441	0.00169677
-281.38550107	0.00114228
-281.35216774	-0.00345901
-281.31883441	-0.00521841
-281.28550107	-0.00434521
-281.25216774	-0.00346907
-281.21883441	-0.00027247
-281.18550107	0.00128422
-281.15216774	0.00637166
-281.11883441	0.00932395
-281.08550107	0.01126877
-281.05216774	0.01496907
-281.01883441	0.01605185
-280.98550107	0.01744821
