# Menlo Systems GmbH ScanControl
# Program Version 1.8.1
# Start: -385.00000000 ps, Average over 1 waveforms. Timestamp: 2024-02-15T20:06:16
# Window type: Tukey, parameters: alpha = 0.1
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Time [ps]	THz Signal [a.u.]
-353.28554125	-0.04501291
-353.25220792	-0.03717306
-353.21887458	-0.03075645
-353.18554124	-0.02239548
-353.15220790	-0.01196569
-353.11887456	-0.00252104
-353.08554122	0.00706079
-353.05220788	0.01650964
-353.01887455	0.02583121
-352.98554121	0.03099535
-352.95220787	0.03413274
-352.91887453	0.03159355
-352.88554119	0.02497945
-352.85220785	0.01306628
-352.81887451	-0.00245208
-352.78554118	-0.01628564
-352.75220784	-0.02791895
-352.71887450	-0.03505639
-352.68554116	-0.03631259
-352.65220782	-0.02957786
-352.61887448	-0.02047990
-352.58554114	-0.00521054
-352.55220781	0.00638810
-352.51887447	0.01640926
-352.48554113	0.02517761
-352.45220779	0.02589585
-352.41887445	0.02236198
-352.38554111	0.01462241
-352.35220777	0.00437234
-352.31887443	-0.00952918
-352.28554110	-0.01902062
-352.25220776	-0.02942394
-352.21887442	-0.03800359
-352.18554108	-0.04167353
-352.15220774	-0.04464272
-352.11887440	-0.04360994
-352.08554106	-0.04002150
-352.05220773	-0.03408668
-352.01887439	-0.02617061
-351.98554105	-0.01533831
-351.95220771	-0.00374670
-351.91887437	0.01224982
-351.88554103	0.02601454
