# Menlo Systems GmbH ScanControl
# Program Version 1.8.1
# Start: -385.00000000 ps, Average over 1 waveforms. Timestamp: 2024-02-15T20:02:57
# Window type: Tukey, parameters: alpha = 0.1
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Time [ps]	THz Signal [a.u.]
-371.91887753	0.00183621
-371.88554419	0.00198608
-371.85221085	0.00088017
-371.81887752	0.00063230
-371.78554418	0.00032879
-371.75221084	0.00038991
-371.71887750	0.00115834
-371.68554416	0.00055273
-371.65221082	0.00131405
-371.61887748	0.00058785
-371.58554415	0.00078886
-371.55221081	0.00180452
-371.51887747	0.00052242
-371.48554413	0.00071803
-371.45221079	-0.00055093
-371.41887745	-0.00121235
-371.38554411	0.00070200
-371.35221078	0.00098107
-371.31887744	0.00075659
-371.28554410	0.00018684
-371.25221076	0.00169696
-371.21887742	0.00116877
-371.18554408	0.00182606
-371.15221074	0.00146569
-371.11887741	0.00060987
-371.08554407	0.00136632
-371.05221073	0.00082987
-371.01887739	0.00141151
-370.98554405	0.00037654
-370.95221071	0.00115265
-370.91887737	0.00113267
-370.88554404	0.00101942
-370.85221070	0.00255166
-370.81887736	0.00060182
-370.78554402	0.00122494
-370.75221068	0.00222290
-370.71887734	0.00003111
-370.68554400	-0.00063898
-370.65221067	0.00072690
-370.61887733	0.00183075
-370.58554399	-0.00015996
-370.55221065	0.00105683
-370.51887731	0.00050991
-370.48554397	0.00006848
-370.45221063	0.00126000
-370.41887729	0.00119490
-370.38554396	0.00095783
-370.35221062	0.00056703
-370.31887728	-0.00000071
-370.28554394	0.00119998
-370.25221060	0.00180546
-370.21887726	0.00137431
-370.18554392	0.00103346
-370.15221059	0.00109104
-370.11887725	-0.00029057
-370.08554391	-0.00020494
-370.05221057	0.00102185
-370.01887723	0.00107190
-369.98554389	0.00117466
-369.95221055	0.00125304
-369.91887722	0.00163548
-369.88554388	0.00102105
-369.85221054	0.00037908
-369.81887720	0.00120714
-369.78554386	0.00346559
-369.75221052	0.00186116
-369.71887718	0.00272216
-369.68554385	0.00319936
-369.65221051	0.00355071
-369.61887717	0.00252473
-369.58554383	0.00267879
-369.55221049	0.00393615
-369.51887715	0.00243978
-369.48554381	0.00219353
-369.45221048	0.00310438
-369.41887714	0.00229575
-369.38554380	0.00378934
-369.35221046	0.00329723
-369.31887712	0.00119117
-369.28554378	0.00110909
-369.25221044	0.00049029
-369.21887711	0.00012458
-369.18554377	-0.00279421
-369.15221043	-0.00122834
-369.11887709	-0.00211188
-369.08554375	-0.00296898
-369.05221041	-0.00199335
-369.01887707	-0.00203161
-368.98554374	-0.00110444
-368.95221040	-0.00080472
-368.91887706	-0.00023239
-368.88554372	0.00077816
-368.85221038	0.00128415
-368.81887704	0.00131034
-368.78554370	0.00254410
-368.75221036	0.00278688
-368.71887703	0.00182169
-368.68554369	0.00256350
-368.65221035	0.00158232
-368.61887701	0.00093466
-368.58554367	0.00096161
-368.55221033	0.00023332
-368.51887699	-0.00139902
-368.48554366	-0.00136496
-368.45221032	-0.00241278
-368.41887698	-0.00222013
-368.38554364	-0.00192260
-368.35221030	-0.00194025
-368.31887696	-0.00239283
-368.28554362	-0.00329104
-368.25221029	-0.00216788
-368.21887695	-0.00288754
-368.18554361	-0.00284674
-368.15221027	-0.00200810
-368.11887693	-0.00151573
-368.08554359	-0.00164577
-368.05221025	-0.00117107
-368.01887692	-0.00092858
-367.98554358	-0.00014683
-367.95221024	0.00091798
-367.91887690	-0.00004476
-367.88554356	-0.00010607
-367.85221022	0.00046011
-367.81887688	-0.00036257
-367.78554355	0.00049654
-367.75221021	0.00132690
-367.71887687	-0.00009826
-367.68554353	-0.00092253
-367.65221019	0.00162024
-367.61887685	-0.00004706
-367.58554351	-0.00008356
-367.55221018	0.00003340
-367.51887684	0.00019014
-367.48554350	0.00134640
-367.45221016	0.00215841
-367.41887682	0.00236686
-367.38554348	0.00198844
-367.35221014	0.00263218
-367.31887680	0.00270342
-367.28554347	0.00223443
-367.25221013	0.00168072
-367.21887679	0.00285769
-367.18554345	0.00145077
-367.15221011	0.00082984
-367.11887677	0.00079135
-367.08554343	-0.00002178
-367.05221010	-0.00060222
-367.01887676	0.00076228
-366.98554342	-0.00215875
-366.95221008	-0.00132342
-366.91887674	-0.00112103
-366.88554340	0.00011375
-366.85221006	0.00010751
-366.81887673	0.00086832
-366.78554339	0.00207459
-366.75221005	0.00142069
-366.71887671	0.00198955
-366.68554337	0.00146788
-366.65221003	0.00250070
-366.61887669	0.00147256
-366.58554336	0.00203858
-366.55221002	0.00249988
-366.51887668	0.00210628
-366.48554334	0.00202331
-366.45221000	0.00200568
-366.41887666	0.00110067
-366.38554332	0.00087229
-366.35220999	0.00136639
-366.31887665	0.00303973
-366.28554331	0.00125183
-366.25220997	0.00231513
-366.21887663	0.00067671
-366.18554329	0.00127939
-366.15220995	0.00239068
-366.11887662	0.00188078
-366.08554328	0.00141903
-366.05220994	0.00183300
-366.01887660	0.00119329
-365.98554326	0.00088427
-365.95220992	0.00120761
-365.91887658	0.00117867
-365.88554325	0.00094779
-365.85220991	0.00130401
-365.81887657	0.00077848
-365.78554323	0.00075176
-365.75220989	0.00074916
-365.71887655	-0.00002550
-365.68554321	0.00144190
-365.65220987	0.00123416
-365.61887654	0.00178128
-365.58554320	0.00062586
-365.55220986	0.00037048
-365.51887652	0.00153127
-365.48554318	0.00173115
-365.45220984	0.00012283
-365.41887650	0.00025158
-365.38554317	0.00054002
-365.35220983	-0.00113842
-365.31887649	-0.00151910
-365.28554315	-0.00259496
-365.25220981	-0.00298236
-365.21887647	-0.00216489
-365.18554313	-0.00388453
-365.15220980	-0.00329075
-365.11887646	-0.00342513
-365.08554312	-0.00149069
-365.05220978	-0.00181837
-365.01887644	-0.00142251
-364.98554310	-0.00097150
-364.95220976	0.00003289
-364.91887643	0.00054923
-364.88554309	0.00192556
-364.85220975	0.00108187
-364.81887641	0.00266454
-364.78554307	0.00271514
-364.75220973	0.00349998
-364.71887639	0.00119971
-364.68554306	0.00128996
-364.65220972	0.00041885
-364.61887638	-0.00080673
-364.58554304	-0.00227789
-364.55220970	-0.00583688
-364.51887636	-0.00786617
-364.48554302	-0.00857285
-364.45220969	-0.00995633
-364.41887635	-0.01089313
-364.38554301	-0.01164940
-364.35220967	-0.01189849
-364.31887633	-0.01005645
-364.28554299	-0.00850959
-364.25220965	-0.00708309
-364.21887632	-0.00613454
-364.18554298	-0.00423954
-364.15220964	-0.00052818
-364.11887630	0.00190837
-364.08554296	0.00187199
-364.05220962	0.00247295
-364.01887628	0.00410248
-363.98554294	0.00285559
-363.95220961	0.00161794
-363.91887627	0.00100058
-363.88554293	0.00071311
-363.85220959	-0.00117717
-363.81887625	-0.00218901
-363.78554291	-0.00403348
-363.75220957	-0.00491001
-363.71887624	-0.00602088
-363.68554290	-0.00781122
-363.65220956	-0.00829185
-363.61887622	-0.00849123
-363.58554288	-0.00915260
-363.55220954	-0.00841295
-363.51887620	-0.00757844
-363.48554287	-0.00604032
-363.45220953	-0.00723786
-363.41887619	-0.00696544
-363.38554285	-0.00505062
-363.35220951	-0.00465669
-363.31887617	-0.00233566
-363.28554283	-0.00234617
-363.25220950	-0.00214486
-363.21887616	-0.00433153
-363.18554282	-0.00227563
-363.15220948	-0.00272319
-363.11887614	-0.00383133
-363.08554280	-0.00451794
-363.05220946	-0.00488592
-363.01887613	-0.00648720
-362.98554279	-0.00665706
-362.95220945	-0.00624031
-362.91887611	-0.00740273
-362.88554277	-0.00769273
-362.85220943	-0.00816792
-362.81887609	-0.00799403
-362.78554276	-0.00677642
-362.75220942	-0.00543303
-362.71887608	-0.00494874
-362.68554274	-0.00426978
-362.65220940	-0.00343970
-362.61887606	-0.00258162
-362.58554272	-0.00108723
-362.55220939	-0.00037016
-362.51887605	0.00100560
-362.48554271	0.00286858
-362.45220937	0.00465708
-362.41887603	0.00697687
-362.38554269	0.00909133
-362.35220935	0.01172087
-362.31887601	0.01660685
-362.28554268	0.02151674
-362.25220934	0.02663770
-362.21887600	0.03293853
-362.18554266	0.03876297
-362.15220932	0.04678096
-362.11887598	0.05448517
-362.08554264	0.06565331
-362.05220931	0.07693316
-362.01887597	0.09046355
-361.98554263	0.10294412
-361.95220929	0.11780618
-361.91887595	0.13411170
-361.88554261	0.15176176
-361.85220927	0.17012546
-361.81887594	0.19001592
-361.78554260	0.21150750
-361.75220926	0.23305738
-361.71887592	0.25480476
-361.68554258	0.27893345
-361.65220924	0.30401712
-361.61887590	0.32957437
-361.58554257	0.35685616
-361.55220923	0.38265142
-361.51887589	0.40671850
-361.48554255	0.43098864
-361.45220921	0.45065750
-361.41887587	0.46776867
-361.38554253	0.47937074
-361.35220920	0.48143421
-361.31887586	0.47313631
-361.28554252	0.45021841
-361.25220918	0.40964044
-361.21887584	0.35241552
-361.18554250	0.27309829
-361.15220916	0.17615034
-361.11887583	0.05886014
-361.08554249	-0.07326943
-361.05220915	-0.21526437
-361.01887581	-0.35798563
-360.98554247	-0.49133703
-360.95220913	-0.60752827
-360.91887579	-0.69293380
-360.88554246	-0.73942882
-360.85220912	-0.74391968
-360.81887578	-0.70596248
-360.78554244	-0.62888854
-360.75220910	-0.51883786
-360.71887576	-0.39161443
-360.68554242	-0.25714055
-360.65220908	-0.13049609
-360.61887575	-0.02396670
-360.58554241	0.05425990
-360.55220907	0.09830558
-360.51887573	0.10468103
-360.48554239	0.07523797
-360.45220905	0.01432331
-360.41887571	-0.07480565
-360.38554238	-0.18818423
-360.35220904	-0.31750147
-360.31887570	-0.45226736
-360.28554236	-0.59402020
-360.25220902	-0.72433949
-360.21887568	-0.83891635
-360.18554234	-0.93225541
-360.15220901	-0.99436952
-360.11887567	-1.02504321
-360.08554233	-1.02116962
-360.05220899	-0.98743869
-360.01887565	-0.92193946
-359.98554231	-0.83084358
-359.95220897	-0.71696306
-359.91887564	-0.58499453
-359.88554230	-0.44237406
-359.85220896	-0.29834974
-359.81887562	-0.15632115
-359.78554228	-0.02651921
-359.75220894	0.08599901
-359.71887560	0.17906588
-359.68554227	0.25143669
-359.65220893	0.30587075
-359.61887559	0.34115794
-359.58554225	0.36338231
-359.55220891	0.37545835
-359.51887557	0.37904572
-359.48554223	0.37887106
-359.45220890	0.37722029
-359.41887556	0.37555659
-359.38554222	0.37643903
-359.35220888	0.38404919
-359.31887554	0.39558087
-359.28554220	0.41037238
-359.25220886	0.42733751
-359.21887553	0.44140085
-359.18554219	0.44934780
-359.15220885	0.45173545
-359.11887551	0.44192036
-359.08554217	0.42040387
-359.05220883	0.39040466
-359.01887549	0.35012986
-358.98554215	0.30387280
-358.95220882	0.25438067
-358.91887548	0.20215275
-358.88554214	0.15243309
-358.85220880	0.10506545
-358.81887546	0.06731887
-358.78554212	0.04129095
-358.75220878	0.02822390
-358.71887545	0.02680023
-358.68554211	0.03947756
-358.65220877	0.05897731
-358.61887543	0.08282482
-358.58554209	0.10857187
-358.55220875	0.13455464
-358.51887541	0.15584366
-358.48554208	0.17250672
-358.45220874	0.18211510
-358.41887540	0.18826815
-358.38554206	0.18919737
-358.35220872	0.18561045
-358.31887538	0.17540051
-358.28554204	0.16022913
-358.25220871	0.13957035
-358.21887537	0.11291810
-358.18554203	0.08648758
-358.15220869	0.05601952
-358.11887535	0.02868883
-358.08554201	0.00608618
-358.05220867	-0.01263195
-358.01887534	-0.02869715
-357.98554200	-0.03719339
-357.95220866	-0.04255266
-357.91887532	-0.04807457
-357.88554198	-0.05054783
-357.85220864	-0.05099827
-357.81887530	-0.05172007
-357.78554197	-0.05130278
-357.75220863	-0.05121578
-357.71887529	-0.05177631
-357.68554195	-0.04722364
-357.65220861	-0.04193557
-357.61887527	-0.03207022
-357.58554193	-0.01923101
-357.55220860	-0.00478484
-357.51887526	0.01419945
-357.48554192	0.03071653
-357.45220858	0.04735815
-357.41887524	0.06253064
-357.38554190	0.07493581
-357.35220856	0.08217163
-357.31887522	0.08435189
-357.28554189	0.08240308
-357.25220855	0.07573829
-357.21887521	0.06085666
-357.18554187	0.03973704
-357.15220853	0.01203645
-357.11887519	-0.01774174
-357.08554185	-0.04964186
-357.05220852	-0.07748410
-357.01887518	-0.09834324
-356.98554184	-0.11114363
-356.95220850	-0.11332728
-356.91887516	-0.10474796
-356.88554182	-0.08529467
-356.85220848	-0.05897277
-356.81887515	-0.02712427
-356.78554181	0.00386647
-356.75220847	0.03683625
-356.71887513	0.06402532
-356.68554179	0.08563490
-356.65220845	0.09818296
-356.61887511	0.10513494
-356.58554178	0.10169037
-356.55220844	0.09041340
-356.51887510	0.07198086
-356.48554176	0.05064924
-356.45220842	0.02695724
-356.41887508	0.00455513
-356.38554174	-0.01669180
-356.35220841	-0.03466241
-356.31887507	-0.05115621
-356.28554173	-0.06271520
-356.25220839	-0.06925463
-356.21887505	-0.07271206
-356.18554171	-0.07039517
-356.15220837	-0.06286725
-356.11887504	-0.05226832
-356.08554170	-0.03915038
-356.05220836	-0.02345224
-356.01887502	-0.00925284
-355.98554168	0.00485215
-355.95220834	0.01525790
-355.91887500	0.02310281
-355.88554167	0.02803168
-355.85220833	0.02461243
-355.81887499	0.01890981
-355.78554165	0.01097168
-355.75220831	0.00038978
-355.71887497	-0.00913378
-355.68554163	-0.01763510
-355.65220829	-0.02162300
-355.61887496	-0.02133453
-355.58554162	-0.02123563
-355.55220828	-0.01826858
-355.51887494	-0.01469364
-355.48554160	-0.01271482
-355.45220826	-0.01467772
-355.41887492	-0.02065982
-355.38554159	-0.02662725
-355.35220825	-0.03320882
-355.31887491	-0.03819806
-355.28554157	-0.03757872
-355.25220823	-0.03763248
-355.21887489	-0.03312005
-355.18554155	-0.02827803
-355.15220822	-0.02618616
-355.11887488	-0.02455099
-355.08554154	-0.02648842
-355.05220820	-0.02711992
-355.01887486	-0.02677057
-354.98554152	-0.02699836
-354.95220818	-0.02627615
-354.91887485	-0.02289738
-354.88554151	-0.01977276
-354.85220817	-0.01731467
-354.81887483	-0.01326148
-354.78554149	-0.01142802
-354.75220815	-0.00990477
-354.71887481	-0.00660711
-354.68554148	-0.00429424
-354.65220814	-0.00160906
-354.61887480	-0.00034720
-354.58554146	0.00298320
-354.55220812	0.00628909
-354.51887478	0.00900288
-354.48554144	0.01067850
-354.45220811	0.00780142
-354.41887477	0.00212784
-354.38554143	-0.00703087
-354.35220809	-0.01725170
-354.31887475	-0.02751141
-354.28554141	-0.03900337
-354.25220807	-0.04621045
-354.21887474	-0.05298264
-354.18554140	-0.05719361
-354.15220806	-0.05914444
-354.11887472	-0.05954151
-354.08554138	-0.05610364
-354.05220804	-0.04887601
-354.01887470	-0.04426438
-353.98554136	-0.03559572
-353.95220803	-0.02779423
-353.91887469	-0.02053288
-353.88554135	-0.01612577
-353.85220801	-0.01118983
-353.81887467	-0.00530295
-353.78554133	0.00221467
-353.75220799	0.01058174
-353.71887466	0.01828036
-353.68554132	0.02297357
-353.65220798	0.02495758
-353.61887464	0.02173880
-353.58554130	0.01492866
-353.55220796	0.00462233
-353.51887462	-0.00490112
-353.48554129	-0.01576826
-353.45220795	-0.02309209
-353.41887461	-0.02687254
-353.38554127	-0.02853066
-353.35220793	-0.02947163
-353.31887459	-0.02524781
-353.28554125	-0.02268013
-353.25220792	-0.01759584
-353.21887458	-0.01108976
-353.18554124	-0.00587360
-353.15220790	0.00086095
-353.11887456	0.00882015
-353.08554122	0.01663025
-353.05220788	0.02240774
-353.01887455	0.02771369
-352.98554121	0.03266142
-352.95220787	0.03115965
-352.91887453	0.02645535
-352.88554119	0.02186615
-352.85220785	0.01422529
-352.81887451	0.00403175
-352.78554118	-0.00348291
-352.75220784	-0.01112989
-352.71887450	-0.01586736
-352.68554116	-0.01661254
-352.65220782	-0.01577566
-352.61887448	-0.01178265
-352.58554114	-0.00819802
-352.55220781	-0.00544518
-352.51887447	-0.00227415
-352.48554113	-0.00002757
-352.45220779	-0.00145881
-352.41887445	-0.00443565
-352.38554111	-0.00619328
-352.35220777	-0.01084973
-352.31887443	-0.01546109
-352.28554110	-0.01953678
-352.25220776	-0.02279175
-352.21887442	-0.02523816
-352.18554108	-0.02580918
-352.15220774	-0.02576326
-352.11887440	-0.02547829
-352.08554106	-0.02268390
-352.05220773	-0.01833556
-352.01887439	-0.01531489
-351.98554105	-0.00798810
-351.95220771	0.00038882
-351.91887437	0.01067644
-351.88554103	0.01936642
-351.85220769	0.02851337
-351.81887436	0.03698197
-351.78554102	0.04300369
-351.75220768	0.04763613
-351.71887434	0.05113678
-351.68554100	0.05221547
-351.65220766	0.04928416
-351.61887432	0.04468653
-351.58554099	0.03640606
-351.55220765	0.02603095
-351.51887431	0.01221221
-351.48554097	-0.00145778
-351.45220763	-0.01611920
-351.41887429	-0.02734840
-351.38554095	-0.03507420
-351.35220762	-0.03831416
-351.31887428	-0.03555003
-351.28554094	-0.03018965
-351.25220760	-0.02067370
-351.21887426	-0.00935401
-351.18554092	0.00238590
-351.15220758	0.01387926
-351.11887425	0.02422450
